NewScience101,Wed Mar 16 15:18:27 +0000 2016,710123066802749440,2230,1704,0,0,Today's featured #blendedlearning #scichat on #Astrobiology #Paleogenomics and Life in the universe https://t.co/mHjTpPduVh
KlugeCtr,Wed Mar 16 16:09:17 +0000 2016,710135861468385280,3242,26,0,0,TOMORROW 2 p.m. #Astrobiology Chair Nathaniel Comfort interviews four pioneers of science about the origins of life: https://t.co/RplMs0Ddb7
AstrofisicaUFRN,Wed Mar 16 16:20:56 +0000 2016,710138790468317185,152,262,0,0,Front page by the "Astrobiology Magazine"  G3   UFRN  CfA e IRAP shining! https://t.co/sSVXuoyTCp
SpaceSciencenew,Wed Mar 16 16:25:04 +0000 2016,710139834342346752,7461,7911,0,0,Young Sun-like Star Shows a Magnetic Field Was Critical for Life on the Early Earth - Astrobiology Magazine… https://t.co/Apwr3QYQan
astrrobiology,Wed Mar 16 16:48:08 +0000 2016,710145636801257473,5304,3747,0,0,Conversations by top astrobiology influencers in the last week https://t.co/1IQUMN0xni
AstroUFRN,Wed Mar 16 16:50:16 +0000 2016,710146174343323649,49,30,0,0,Oh yeah! Capa da   "Astrobiology Magazine" https://t.co/8hpIjVZMRH
lifetype,Wed Mar 16 17:06:29 +0000 2016,710150256512491520,99,122,0,0,Young Sun-like Star Shows a Magnetic Field Was Critical for Life on ... - Astrobiology Magazine (registration) https://t.co/ANP6yAs9zr #life
astrrobiology,Wed Mar 16 17:43:54 +0000 2016,710159673521885184,5304,3747,0,0,Student Scientists https://t.co/gLC7Fr5Vnx https://t.co/S1jqwfOCV3
SpaceManFauna,Wed Mar 16 18:09:48 +0000 2016,710166191214493696,53,263,0,0,@uwastrobio can't wait to check out the college after I graduate! UW's astrobiology department looks great! 😁
astrrobiology,Wed Mar 16 18:26:53 +0000 2016,710170489797251072,5305,3747,0,0,Top astrobiology articles from last week https://t.co/dzR4ms7RJl
DrTurkMac,Wed Mar 16 18:38:10 +0000 2016,710173327860617216,30,23,0,0,Betul kicking @$$ and taking names as usual.... https://t.co/B37YZfIhAe
RahshawnC,Wed Mar 16 18:39:06 +0000 2016,710173561739018240,355,425,0,0,I just failed tf out of my Astrobiology test   Great🙃
CaryNeeper,Wed Mar 16 19:06:19 +0000 2016,710180412333678592,1430,2025,0,0,https://t.co/vlDjrUyxZR  Keeping track of what might be: "Who's Out There?" astrobiology  exoplanets and exobiology possibilities.
nccomfort,Wed Mar 16 19:19:03 +0000 2016,710183618568712192,1820,826,0,0,3/17: I do a collective #oralhistory w/ Wally Gilbert  WFDoolittle  G Fox  R Gesteland  on #RNA world! @librarycongress  2-4p. #astrobiology
ForumNetwork,Wed Mar 16 19:41:39 +0000 2016,710189302723035137,1374,1264,0,0,Yes!! RT @betulland Thank you NASA's @AstrobiologyNAI for putting my #STEM activity on your front page https://t.co/b6zPxtEZkf
AstrobiologyNAI,Wed Mar 16 19:59:29 +0000 2016,710193793715322880,870633,56,0,0,A disputed origin for Eukaryotes.  https://t.co/7uCFBtWSTm https://t.co/fx5ShedRNg
astrrobiology,Wed Mar 16 20:37:03 +0000 2016,710203244845203456,5304,3746,0,0,Review of NASA's Evidence Reports on Human Health Risks https://t.co/S3dCAsLnPW https://t.co/Zy5gKZiXqI
TheEarthStory,Wed Mar 16 21:16:23 +0000 2016,710213145143459840,3048,734,0,0,@elakdawalla My UG has an astrobiology interest &amp; there's a session on martian astrobiology on Weds. I'll probably direct him to other (1/n)
