user,created_time,tweet_id,user_follcount,user_following,retweet,favourite,has_media,message
ScienceRecorder,Wed Mar 02 15:00:17 +0000 2016,705045064523890689,982,218,0,1,has_no_media,Scientists find new way to search for ... - https://t.co/ghQ8jqvLgq #AlienLife #Astrobiology #transitzone https://t.co/2jwHxbKXPF
mycro_cosm,Wed Mar 02 13:33:52 +0000 2016,705023319976890369,45,66,2,0,has_no_media,Join the Astrobiology India Project for BMSIS Young Scientist Program https://t.co/RrI1qD9hzM… #astrobiology #student #space #project #India
saganorg,Wed Mar 02 13:32:50 +0000 2016,705023060580106240,997,301,2,0,has_no_media,Join the Astrobiology India Project for BMSIS Young Scientist Program https://t.co/WUkHVTQWye #astrobiology #student #space #project #India
JohnSears2077,Wed Mar 02 09:38:19 +0000 2016,704964040393678848,445,816,0,0,has_no_media,@PopSci  The great cosmic conspiracy https://t.co/UG0D72HCfm #science  #Microbiology #biophysics #astrobiology https://t.co/VHSkQB4J1R
TheJoyofScience,Wed Mar 02 05:11:12 +0000 2016,704896817973092352,210,357,1,1,has_no_media,Apps. now open- AbGradCon '16! One of the best conferences for early career scientists! #astrobiology #RNA #Enzymes https://t.co/D2OGtl7iIs
DrReneHeller,Wed Mar 02 05:02:32 +0000 2016,704894637933203457,110,18,3,2,has_no_media,#Astrobiology paper "#SETI in the Earth's Solar Transit Zone" available at https://t.co/u2MyngDKmT https://t.co/ZGPOExP0mH
1XX3Douglas,Wed Mar 02 04:14:39 +0000 2016,704882587022585857,5,8,1,1,has_no_media,@McMasteResearch I would ask them to send a sample of their DNA and various microorganisms on their planet. #astrobiology
NoScience4War,Wed Mar 02 04:07:03 +0000 2016,704880673736101889,1741,783,0,0,has_no_media,#science #Astronomy #astrobiology ET Search: Look for the Aliens Looking for #Earth https://t.co/8m2msU2Du2 https://t.co/XvRZq4pub2
SpaceReporter,Wed Mar 02 03:49:42 +0000 2016,704876309353205761,247,169,0,0,has_no_media,Alien civilizations could find us by using transit method - https://t.co/PtwdpCWctN #AlienLife #Astrobiology #SETI https://t.co/P6Kijr7vwH
AlexiBaker,Tue Mar 01 20:36:44 +0000 2016,704767350525071360,3666,2962,0,2,has_no_media,Searching for exotic lifeforms more than a mile below Earth's surface https://t.co/ZewCwDQ5fU #science #astrobiology https://t.co/3TJW8ypwyx
Gartenzwerg,Tue Mar 01 19:52:33 +0000 2016,704756227998248960,295,269,0,0,has_no_media,#planetaryprotection: not just your excuse to make jokes about the EPA! #Mars #Astrobiology #ExoMars2016 https://t.co/PhkKRd1WNb
DrMicroanalysis,Tue Mar 01 19:01:52 +0000 2016,704743473480597504,58,47,0,0,has_no_media,Inner Earth Teeming w/Exotic Life Forms #UnderPressure #astrobiology https://t.co/972Z9hRnFb https://t.co/4uhpPiWSJq
beatboxspecial,Tue Mar 01 16:49:53 +0000 2016,704710260003450881,30,73,0,3,has_no_media,@NinkasiBrewing  your beer is a hit within #astrobiology! @StarTalkRadio @neiltyson  https://t.co/9fIbahAEdc
nccomfort,Tue Mar 01 16:40:04 +0000 2016,704707788799418369,1803,822,0,0,has_no_media,Robert Hazen: "“Life begets rock  rocks beget life.” #astrobiology  https://t.co/zC3ngGzsRI
astrobiology,Tue Mar 01 15:58:59 +0000 2016,704697449143664640,15287,97,1,1,has_no_media,Conditions for life may hinge on how fast the universe is expanding https://t.co/ReyqHgGS4T #astrobiology
SpaceRef,Tue Mar 01 15:55:10 +0000 2016,704696487972700161,26921,86,2,0,has_no_media,Searching for Extraterrestrials Who Might Have Found Us First https://t.co/6ZwWbOvBfJ #astrobiology #extrasolar
astrobiology,Tue Mar 01 15:55:09 +0000 2016,704696487809150976,15287,97,3,4,has_no_media,Searching for Extraterrestrials Who Might Have Found Us First https://t.co/Xfp0AuRNee #astrobiology #extrasolar
SpaceRef,Tue Mar 01 15:55:02 +0000 2016,704696454430916610,26921,86,2,0,has_no_media,Telling Twins Apart: Exo-Earths and Venuses With Transit Spectroscopy https://t.co/iBvFXC06Qs #astrobiology #extrasolar
astrobiology,Tue Mar 01 15:55:02 +0000 2016,704696454397341696,15287,97,1,2,has_no_media,Telling Twins Apart: Exo-Earths and Venuses With Transit Spectroscopy https://t.co/lavIcD7f2R #astrobiology #extrasolar
astrobiology,Tue Mar 01 15:54:55 +0000 2016,704696429109911552,15287,97,0,1,has_no_media,Avoiding 'False Positives' in the Search for Living Worlds https://t.co/ZM8dlAeKS1 #astrobiology #extrasolar
SpaceRef,Tue Mar 01 15:54:55 +0000 2016,704696429080522752,26921,86,3,1,has_no_media,Avoiding 'False Positives' in the Search for Living Worlds https://t.co/OVb4cfkRCL #astrobiology #extrasolar
KlugeCtr,Tue Mar 01 15:34:47 +0000 2016,704691360423669762,3193,26,1,0,has_no_media,Scientists will discuss the origins of the #RNA world  Mar. 17 @  2pm. Part of our #astrobiology research program: https://t.co/FkS4932wfK
g33komon,Tue Mar 01 15:07:12 +0000 2016,704684419404079104,1493,708,0,0,has_no_media,The Surprisingly Obvious Way We Could Hunt for Alien Life https://t.co/gofQbQgivQ #aliens #astrobiology /via @Gizmodo
sk__671,Tue Mar 01 15:07:10 +0000 2016,704684411439050752,703,1615,0,0,has_no_media,The Surprisingly Obvious Way We Could Hunt for Alien Life https://t.co/2F6Chvnzyc #aliens #astrobiology
EspinalLab,Tue Mar 01 15:07:06 +0000 2016,704684395425243140,23244,9363,0,0,has_no_media,The Surprisingly Obvious Way We Could Hunt for… https://t.co/L8KnktPbNk #aliens #astrobiology #seti #astronomy https://t.co/mew2lYrGeO
NoScience4War,Tue Mar 01 10:54:44 +0000 2016,704620881541083136,1741,783,0,0,has_no_media,#Stem #science #Astrobiology   #Solarsystem suspects search 4 Iife ..https://t.co/wwQaYEaHda https://t.co/VLwoacQdxH
astrobiology,Tue Mar 01 04:24:00 +0000 2016,704522553037967360,15287,97,7,5,has_no_media,Life and Rocks May Have Co-Evolved on Earth https://t.co/LKNBa4MAVd #astrobiology
JohnSears2077,Mon Feb 29 23:50:02 +0000 2016,704453604506267649,445,816,0,0,has_no_media,The great cosmic conspiracy #science #biology #astrophysics #philosophy #astrobiology  https://t.co/hdwEptPZ71 https://t.co/HpdX2GstaC
nccomfort,Mon Feb 29 18:24:11 +0000 2016,704371602264354816,1803,822,7,7,has_no_media,I'll be interviewing 4 pioneers of the RNA world  3/17  2-4pm  @librarycongress. Free/no rez req'd! #astrobiology https://t.co/hVEa69LJ24
marstoday,Mon Feb 29 17:46:46 +0000 2016,704362185489838080,19171,57,6,5,has_no_media,NASA Tests Life-Detection Drill in Earth's Driest Place https://t.co/yBUqXtwWjV #astrobiology https://t.co/8tQz5MfCNl
astrobiology,Mon Feb 29 17:46:46 +0000 2016,704362185452068864,15287,97,6,7,has_no_media,NASA Tests Life-Detection Drill in Earth's Driest Place https://t.co/KJZH783bwB #astrobiology https://t.co/cJfDmTZD43
SpaceRef,Mon Feb 29 17:46:46 +0000 2016,704362185397551104,26921,86,3,1,has_no_media,NASA Tests Life-Detection Drill in Earth's Driest Place https://t.co/xxDFNirts6 #astrobiology https://t.co/mOKZWKqhpG
KlugeCtr,Mon Feb 29 17:16:50 +0000 2016,704354653274820608,3193,26,1,2,has_no_media,Our March events include four pioneering scientists discussing origins of the RNA world https://t.co/RplMs0Ddb7 #science #RNA  #astrobiology
MT_Consult,Sun Feb 28 10:21:57 +0000 2016,703887859477057536,380,998,0,1,has_no_media,How might @StationCDRKelly #YearInSpace change the future? –@UCSDHealth #astrobiology &gt;https://t.co/jLfA2wOYAS https://t.co/34fCXBwDQs
ELEMENT_ReBirth,Sun Feb 28 08:18:34 +0000 2016,703856808494919682,156,128,1,1,has_no_media,@aomawa Has truly inspired me on another level. You're amazing.. #physics #astrobiology #astronomy
astrobiology,Sun Feb 28 00:21:02 +0000 2016,703736631585546240,15287,97,11,6,has_no_media,3.5 billion years ago  the Earth's climate maybe wasn't so different from today https://t.co/9z0sw08m0K #astrobiology
kymdray,Sat Feb 27 20:57:18 +0000 2016,703685361331867648,1283,2991,0,0,has_no_media,A Vocabulary of #Ancient #Peptides - #Astrobiology Magazine https://t.co/5paAmQOEIu via @sharethis #protein #dna #rna
ScienceShare1,Sat Feb 27 18:40:55 +0000 2016,703651038117634050,728,1067,0,0,has_no_media,NASA Tests #Life-Detection Drill in Earth’s Driest Place | via NASA | #astrobiology  https://t.co/YDTs4ImRay
hubblescience,Sat Feb 27 18:02:58 +0000 2016,703641487196745732,7069,42,2,2,has_no_media,A Response to Elvis' 2015 Critique of the AURA Report "From Cosmic Birth to Living Earths" https://t.co/VtMglgqnwY #astrobiology
astrobiology,Sat Feb 27 18:02:57 +0000 2016,703641485372223488,15287,97,2,1,has_no_media,A Response to Elvis' 2015 Critique of the AURA Report "From Cosmic Birth to Living Earths" https://t.co/dtFvjRqEU5 #astrobiology
SpaceRef,Sat Feb 27 18:02:57 +0000 2016,703641484516585472,26921,86,2,2,has_no_media,A Response to Elvis' 2015 Critique of the AURA Report "From Cosmic Birth to Living Earths" https://t.co/LiKCGMXU0I #astrobiology
hubblescience,Sat Feb 27 18:01:09 +0000 2016,703641030512533505,7069,42,1,1,has_no_media,Next Generation Very Large Array: The Cradle of Life https://t.co/L7smg2qfy6 #astrobiology
astrobiology,Sat Feb 27 18:01:09 +0000 2016,703641029677850624,15287,97,2,1,has_no_media,Next Generation Very Large Array: The Cradle of Life https://t.co/PY939iTjVf #astrobiology
SpaceRef,Sat Feb 27 18:01:08 +0000 2016,703641028587364352,26921,86,2,1,has_no_media,Next Generation Very Large Array: The Cradle of Life https://t.co/ZNDPp35FRN #astrobiology
astrobiology,Sat Feb 27 17:51:37 +0000 2016,703638631064465409,15287,97,5,2,has_no_media,The Age Distribution of Potential Intelligent Life in the Milky Way https://t.co/xUpGJ0uTBw #astrobiology #SETI
SpaceRef,Sat Feb 27 17:51:37 +0000 2016,703638630233939969,26921,86,0,1,has_no_media,The Age Distribution of Potential Intelligent Life in the Milky Way https://t.co/XmavhN9qXn #astrobiology #SETI
astrobiology,Sat Feb 27 17:47:59 +0000 2016,703637716668456969,15287,97,1,0,has_no_media,A direct communication proposal to test the Zoo Hypothesis https://t.co/voMKDmJin8 #SETI #astrobiology
SpaceRef,Sat Feb 27 17:47:58 +0000 2016,703637715372412929,26921,86,2,1,has_no_media,A direct communication proposal to test the Zoo Hypothesis https://t.co/8Z0ymrtIU5 #SETI #astrobiology
EliHoovler,Sat Feb 27 17:05:26 +0000 2016,703627007779856384,288,294,0,0,has_no_media,Even while on vacation. #gradstudentlife #astrobiology @ Discovery Bay on the Delta https://t.co/h9PKG3poUS
sphericalchickn,Fri Feb 26 22:37:41 +0000 2016,703348233821552640,12,0,0,0,has_no_media,Is anybody looking for chiral molecules around other planets as a sign of life? #ET #aliens #astrobiology
CosmicEvolution,Fri Feb 26 20:59:54 +0000 2016,703323627534446596,11111,3794,8,5,has_no_media,First life may have been forged in icy seas on a freezing Earth https://t.co/bMn9KLLcOF #astrobiology #originsoflife #in
GeomicrobioNet,Fri Feb 26 14:10:21 +0000 2016,703220559094620161,327,284,1,0,has_no_media,First follow the water  then energy. Now 'follow the salts' tipped best strategy to find #Mars life. #Astrobiology https://t.co/KbNrcHFVjU
alangnixon,Fri Feb 26 01:52:50 +0000 2016,703034960140046336,2110,1590,0,1,has_no_media,Exoplanet Census Suggests Earth Is Special after All - #astrobiology https://t.co/RzGstfccUL #science
Slarity_,Thu Feb 25 22:58:46 +0000 2016,702991152425754624,673,781,0,0,has_no_media,"Let's take a break from lecture... So smoke 'em if you got 'em." - Professor Ellington #Astrobiology #lovehim
mycro_cosm,Thu Feb 25 19:33:37 +0000 2016,702939527120359428,45,66,0,0,has_no_media,#Astrobiology pic of the week is out https://t.co/ETlJHUcvyD | Elongate nested stromatolites
nccomfort,Thu Feb 25 17:17:21 +0000 2016,702905233794572289,1803,822,0,1,has_no_media,"Elongate nested stromatolites" is the funnest thing I've said all week so far. #astrobiology  https://t.co/w8xIOCVRht
dreamyscientist,Thu Feb 25 16:12:44 +0000 2016,702888970879807488,471,650,0,0,has_no_media,#Astrobiology pic of the week is out https://t.co/rbFEKwbqNu | Elongate nested stromatolites
saganorg,Thu Feb 25 16:12:38 +0000 2016,702888948377341956,997,301,0,0,has_no_media,#Astrobiology pic of the week is out https://t.co/BfgHccJJ5N | Elongate nested stromatolites
Acecentric,Thu Feb 25 14:09:38 +0000 2016,702857991494602752,2815,984,2,3,has_no_media,How Friendly Is Enceladus' Ocean to Life? https://t.co/wCTLyYwNW1 via @SPACEdotcom #space #astrobiology https://t.co/xEGMttcsML
SethBaum,Wed Feb 24 20:57:21 +0000 2016,702598208808165376,1122,327,4,3,has_no_media,I'm really looking forward to @DrFunkySpoon's book Earth in Human Hands due out in Oct. https://t.co/pwXTzc7KzF #astrobiology #anthropocene
scireprojects,Wed Feb 24 17:24:42 +0000 2016,702544693368717312,64,141,0,0,has_no_media,Penny Boston has masses of microbes from snottites to identify. #astrobiology  https://t.co/aqcRkZLW1b
Acecentric,Wed Feb 24 16:17:24 +0000 2016,702527756764995584,2815,984,1,0,has_no_media,Moons might hold key to finding E.T. life | https://t.co/bqp8DHPxyM https://t.co/DrpR6M2oLz #astrobiology
BlueMarbleSpace,Tue Feb 23 19:40:09 +0000 2016,702216393073283072,364,96,1,0,has_no_media,"Rock Your Research" interview with Dr. Ivan Paulino-Lima by @ChrisM_Jones #astrobiology #AtacamaDesert  https://t.co/ojIr6lSlOM
