Source (A)	Source (B)	Source (C)	Analytic	Clout	Authentic	Tone	WPS	Sixltr	posemo	negemo	anx	anger	sad	insight	cause	discrep	tentat	certain	differ	see	hear	feel	affiliation	achieve	power	reward	risk	swear	netspeak	assent	nonflu	filler	QMark	Exclam
Video: Hadley + Maxwell making their cinefoil casts of our object Queen Victoria bust for their @biennalesydney work http://t.co/Tol7H7KyfQ	HER	has_no_media	87.28	98.80	1.00	25.77	22.00	22.73	0.00	0.00	0.00	0.00	0.00	0.00	4.55	0.00	0.00	0.00	0.00	4.55	0.00	0.00	4.55	13.64	9.09	4.55	0.00	0.00	4.55	0.00	0.00	0.00	0.00	0.00
Sydney Ferries built these 'pleasure grounds' in 1910 to attract customers for their ferry service. http://t.co/5aRFaxdzol	HER	has_no_media	96.54	69.14	3.37	99.00	10.00	35.00	10.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.00	0.00	0.00	0.00	0.00	0.00
@FiberArtNow Hey work was part of our long running Love Lace exhibition: http://t.co/rdpfMPF0VJ	HER	has_no_media	85.18	99.00	6.20	98.87	17.00	23.53	5.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.76	5.88	0.00	0.00	0.00	0.00	5.88	0.00	0.00	0.00	0.00	0.00
An epic three hours of casting is now completed by Hadley +Maxwell for their artwork @carriageworks… http://t.co/Ca1Ix1fWCQ	LER	has_no_media	96.41	68.29	2.82	25.77	21.00	28.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.76	0.00	0.00	0.00	0.00	0.00
The artists http://t.co/vumbVGkeWJ and their subject. cc @Carriageworks @biennalesydney http://t.co/rKihwWMqbM	LER	has_photo	85.72	86.68	1.00	25.77	9.00	33.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	16.67	0.00	0.00	0.00	0.00	0.00
More casting of our Queen Victoria bust by http://t.co/vumbVGkeWJ cc @Carriageworks @biennalesydney http://t.co/Lgo2rqqgP1	LER	has_photo	96.41	97.14	1.00	25.77	21.00	28.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.76	9.52	9.52	4.76	0.00	0.00	14.29	0.00	0.00	0.00	0.00	0.00
Here are the first cinefoil casts being done by Hadley + Maxwell @biennalesydney for @carriageworks @… http://t.co/63uSlhrY1t	LER	has_no_media	86.59	50.00	1.00	25.77	20.00	25.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.00	0.00	0.00	0.00	0.00	5.00	0.00	0.00	0.00	0.00	0.00
http://t.co/adQv6w0xKS	LER	has_no_media	92.84	50.00	1.00	25.77	5.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	20.00	0.00	0.00	0.00	0.00	0.00
Hadley +Maxwell begin the casting of our Queen Victoria bust #phmcollection @ Powerhouse Museum http://t.co/QUYcQrLVA0	LER	has_no_media	96.85	95.20	1.00	25.77	18.00	33.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.56	11.11	11.11	5.56	0.00	0.00	5.56	0.00	0.00	0.00	0.00	0.00
Today in our Turbine Hall we have artists Hadley+Maxwell making a cast of our Queen Victoria bust for… http://t.co/yXPiDbltAE	LER	has_no_media	92.84	99.00	7.84	25.77	24.00	20.83	0.00	0.00	0.00	0.00	0.00	0.00	4.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12.50	8.33	8.33	4.17	0.00	0.00	4.17	0.00	0.00	0.00	0.00	0.00
Thanks for the rap @MeganTreharne - glad you enjoyed the exhibition. I hope you have checked out the GM mobile app: http://t.co/RuREvUKPVE	LER	has_no_media	95.99	88.48	1.00	99.00	12.50	20.00	16.00	0.00	0.00	0.00	0.00	0.00	0.00	4.00	4.00	0.00	0.00	0.00	4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.00	0.00	0.00	0.00	0.00	0.00
@julsiepopple ctd: ...MAME and Vice64 for reliving the classic retro games :) http://t.co/7gce6WRu56 http://t.co/tSCUmVZ4Hd	HER	has_no_media	96.08	66.17	1.00	92.40	24.00	16.67	4.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.17	0.00	0.00	0.00	0.00	0.00	12.50	0.00	0.00	0.00	0.00	0.00
Glad you enjoyed it @julsiepopple - don't forget there is the GM app for your tablet/phone http://t.co/RuREvUKPVE and emulators like... ctd.	LER	has_no_media	51.43	94.50	1.00	99.00	12.50	16.00	8.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.00	0.00	0.00	0.00	0.00	0.00
Don't forget The Beatles In Australia exhibition opens at Arts Centre Melbourne tomorrow: http://t.co/89xyQjZYPd	HER	has_no_media	96.85	28.91	87.07	25.77	18.00	33.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.56	0.00	0.00	0.00	0.00	0.00
World of Women's Cinema: WOW Film Festival 2014. Free with museum entry. Starts today! 1.30pm – 4.30pm http://t.co/woYuIFJeji	LER	has_no_media	98.12	66.81	9.25	99.00	5.75	8.70	13.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.35	0.00	0.00	0.00	0.00	4.35
Magnavox Odyssey installed in the Game Masters exhibition at the Powerhouse Mus... http://t.co/sNoSMAwhmT	LER	has_no_media	99.00	72.17	6.20	25.77	8.50	41.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.88	0.00	5.88	0.00	0.00	0.00	5.88	0.00	0.00	0.00	0.00	0.00
On Sunday our steam loco 3265 ran the Buxton shuttle trips at Thirlmere’s Festival of Steam http://t.co/9jG1FDsN7A http://t.co/e6z9v4F1u1	LER	has_video	98.65	76.25	30.01	87.20	28.00	14.29	3.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.57	0.00	0.00	0.00	0.00	0.00	7.14	0.00	0.00	0.00	0.00	0.00
Philosophical bubbles and the link to  alcohol content?: Powerhouse Museum Collection  object H5... http://t.co/PONRwOCRZL	LER	has_no_media	96.85	50.00	4.97	25.77	9.00	38.89	0.00	0.00	0.00	0.00	0.00	5.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.56	0.00	0.00	0.00	5.56	0.00
@NancieRavenel @RichardMcCoy Glad you like them. There are more (mainly relating to clothing) including videos here: http://t.co/xeCTvUXW87	HER	has_no_media	67.14	92.33	1.00	99.00	10.50	33.33	9.52	0.00	0.00	0.00	0.00	4.76	0.00	0.00	4.76	0.00	0.00	4.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.76	0.00	0.00	0.00	0.00	0.00
RT: @vergeofperil Meeting NASA's driver of Curiosity rover  Vandi Verna  by video link with JPL Calif at Casula High http://t.co/tIw0pUjY05	LER	has_no_media	99.00	79.76	74.76	25.77	24.00	16.67	0.00	0.00	0.00	0.00	0.00	8.33	0.00	0.00	0.00	0.00	0.00	4.17	0.00	0.00	0.00	0.00	4.17	0.00	0.00	0.00	8.33	4.17	0.00	0.00	0.00	0.00
Streaming now Vandi Tompkins  driver of NASA's Curiosity Mars rover  will teleoperate our Mars Lab Rover http://t.co/rSUfP0IbpW	LER	has_no_media	78.35	82.96	2.82	25.77	21.00	23.81	0.00	0.00	0.00	0.00	0.00	4.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.76	0.00	0.00	0.00	0.00	0.00	4.76	0.00	0.00	0.00	0.00	0.00
Mining and bush regeneration? http://t.co/ywxVZmSjpz	HER	has_no_media	74.89	50.00	1.00	25.77	4.50	22.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.11	0.00	0.00	0.00	11.11	0.00
No dramas @kirstinmurray - almost as confusing as a whale floating through the air! Hopefully she will visit us one day.	LER	has_no_media	65.29	93.30	1.00	25.77	10.00	25.00	5.00	5.00	5.00	0.00	0.00	0.00	0.00	5.00	15.00	0.00	0.00	0.00	0.00	0.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.00
Hi @kirstinmurray  you had us puzzled until we realised it's another Powerhouse being visited by the hovering beast: http://t.co/UOr4tpxWEK	HER	has_no_media	34.48	99.00	2.02	25.77	23.00	34.78	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.35	0.00	0.00	0.00	0.00	0.00	13.04	0.00	0.00	0.00	0.00	0.00	4.35	0.00	0.00	0.00	0.00	0.00
Hanging Dick Smith's helicopter http://t.co/6Yn4jGJxLF	LER	has_no_media	92.84	15.86	1.00	25.77	10.00	30.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.00	10.00	0.00	0.00	0.00	0.00	0.00
Have you noticed pumice on the beach lately? http://t.co/DpIPuFyR9P	LER	has_no_media	82.00	93.79	63.54	25.77	6.50	15.38	0.00	0.00	0.00	0.00	0.00	7.69	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.69	0.00	0.00	0.00	7.69	0.00
Antarctic volcanoes and Sydney beaches  what's the link?  http://t.co/DpIPuFyR9P	HER	has_no_media	64.27	50.00	17.46	25.77	6.50	30.77	0.00	0.00	0.00	0.00	0.00	7.69	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.69	0.00	0.00	0.00	7.69	0.00
Here is our 1970 television in the  #phmcollection - very Daft Punk @ Powerhouse Museum http://t.co/2OILaOAVRR	HER	has_no_media	74.89	86.68	1.00	25.77	18.00	22.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.56	0.00	0.00	0.00	0.00	0.00	5.56	0.00	0.00	0.00	0.00	0.00
Dig Zagora: Another Archaeologist Q&amp;A – Adela Sobotkova - by Irma Havlicek Powerhouse Museum Web Producer I've... http://t.co/lvroynndem	LER	has_no_media	87.28	32.48	1.00	25.77	11.00	31.82	0.00	0.00	0.00	0.00	0.00	0.00	4.55	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.55	0.00	0.00	0.00	0.00	0.00
Here is our 1951 Grant Featherston chair phmuseum collection.  He designed his first chair in 1947. @… http://t.co/NkROH5BMeO	HER	has_no_media	54.14	97.14	1.00	25.77	7.00	23.81	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.76	4.76	0.00	0.00	0.00	0.00	4.76	0.00	0.00	0.00	0.00	0.00
We are shooting photo stories with our collection objects today including these prosthetic eyes c.… http://t.co/FKFwXhCTUE	LER	has_no_media	77.33	99.00	1.00	25.77	20.00	35.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.00	0.00	0.00	10.00	0.00	0.00	0.00	0.00	0.00	5.00	0.00	0.00	0.00	0.00	0.00
Neons and museums:  See some of Sydney's neon signs http://t.co/a7O8vDobzW	LER	has_no_media	92.84	50.00	1.00	25.77	14.00	21.43	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.14	0.00	0.00	7.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.14	0.00	0.00	0.00	0.00	0.00
Love and jewelleryare associated with :Valentine’s Day! But ist not a new idea.. http://t.co/wlOeMvtxaM	LER	has_no_media	85.72	28.91	87.07	98.27	6.00	22.22	5.56	0.00	0.00	0.00	0.00	5.56	0.00	0.00	0.00	0.00	11.11	0.00	0.00	0.00	11.11	0.00	0.00	0.00	0.00	0.00	5.56	0.00	0.00	0.00	0.00	5.56
Remembers Mario's first game  Donkey Kong? http://t.co/qWf3cfo5Bu  Play it and 100 more games at Game Masters on now. http://t.co/vnMZLsjEBN	LER	has_no_media	88.48	86.68	33.94	88.52	9.00	14.81	3.70	0.00	0.00	0.00	0.00	3.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.11	3.70	3.70	0.00	0.00	0.00	7.41	0.00	0.00	0.00	3.70	0.00
Photographers love any opportunity to capture an ape on a bench. c 1900   http://t.co/EZbifWGxoh Tyrrell collection http://t.co/hpBOdFKhOA	LER	has_photo	99.00	65.56	1.00	99.00	12.50	28.00	8.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.00	0.00	0.00	4.00	0.00	0.00	4.00	4.00	0.00	4.00	0.00	0.00	8.00	0.00	0.00	0.00	0.00	0.00
@mamanicolchik Yes! Bags and strollers can be cloaked for free. Turn right at the admissions counter after you enter the Museum. Enjoy!	HER	has_no_media	96.29	81.84	61.34	99.00	5.50	22.73	9.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.55	0.00	0.00	0.00	9.09
Who remembers the classic arcade game Asteroids? http://t.co/Jwhwep1eC2 Play all day at our exhibition Game Masters: http://t.co/vnMZLsjEBN	HER	has_no_media	92.84	97.69	6.70	91.14	12.50	28.00	4.00	0.00	0.00	0.00	0.00	4.00	0.00	0.00	0.00	4.00	0.00	0.00	0.00	0.00	12.00	0.00	4.00	0.00	0.00	0.00	8.00	0.00	0.00	0.00	4.00	0.00
Nothing says ‘I love you’ like a water rat fur coat! http://t.co/4XSWCupVUP	HER	has_no_media	84.57	89.42	1.00	99.00	8.00	12.50	6.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.25	0.00	0.00	6.25	0.00	6.25	0.00	0.00	0.00	0.00	0.00	6.25	0.00	0.00	0.00	0.00	6.25
Sydney suits in King Street c. 1900 http://t.co/YYOu5pTXGm http://t.co/yYyTH0t4Rc	HER	has_photo	97.02	72.17	6.20	25.77	8.50	11.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.88	0.00	0.00	0.00	11.76	0.00	0.00	0.00	0.00	0.00
A rough road for Lady Carrington Drive c. 1883 (now Royal National Park) http://t.co/qIGZSmfLsZ http://t.co/PKuBo3KkrS	HER	has_photo	96.18	66.81	27.39	25.77	11.50	17.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.35	0.00	0.00	4.35	0.00	0.00	0.00	8.70	0.00	0.00	0.00	0.00	0.00
@SAMAG_2014 @vaguelym The excitement was clearly too much!	HER	has_no_media	45.11	50.00	1.00	99.00	9.00	33.33	11.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.11
@SAMAG_2014 I think you mean @vaguelym !	HER	has_no_media	28.22	92.33	99.00	25.77	7.00	14.29	0.00	0.00	0.00	0.00	0.00	28.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.29
Did you know that the Hacking River was named after a convict who was twice sentenced to death? http://t.co/AYFRxiQoGE	HER	has_no_media	80.03	90.38	2.02	25.77	11.50	17.39	0.00	0.00	0.00	0.00	0.00	4.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.35	0.00	0.00	0.00	4.35	0.00
Dig Zagora: Ancient technique using cuttlebone moulds to make jewellery http://t.co/TOTq45z7SJ	HER	has_no_media	97.34	50.00	1.00	25.77	15.00	33.33	0.00	0.00	0.00	0.00	0.00	0.00	13.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.67	0.00	0.00	0.00	0.00	0.00
Do you love shoes like we do? #phmcollection http://t.co/hnMwbv7xUz http://t.co/MkFCohy0s7	HER	has_photo	60.80	99.00	1.00	98.27	9.00	16.67	5.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.11	0.00	0.00	0.00	0.00	0.00	11.11	0.00	0.00	0.00	5.56	0.00
Yes it's a sheep bursting through the wall #Oopsatoreum  'inventions begin as a daring act of… http://t.co/XgUW8aqS4A	LER	has_no_media	99.00	50.00	2.82	95.81	21.00	23.81	4.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.76	0.00	0.00	4.76	4.76	0.00	0.00	0.00	0.00
Back to school - with the Queen..http://t.co/RhljUuJD2s	LER	has_no_media	99.00	81.84	2.40	25.77	11.00	9.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.09	9.09	0.00	0.00	0.00	9.09	0.00	0.00	0.00	0.00	0.00
2014 Chinese New Year http://t.co/lHq0qJEepr	HER	has_no_media	92.84	50.00	58.07	25.77	9.00	22.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.11	0.00	0.00	0.00	0.00	0.00
Do you love shoes?  Here are some from our Joseph Box shoe collection @ Powerhouse Museum http://t.co/pH0WHBj2Uc	HER	has_no_media	51.43	99.00	1.00	96.76	10.00	15.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.00	0.00	0.00	0.00	0.00	0.00	10.00	0.00	0.00	0.00	0.00	0.00	5.00	0.00	0.00	0.00	5.00	0.00
Perfect day for the beach in Sydney.  This is what Bondi Beach looked like c.1855-1923 http://t.co/WXbq8wkdc5 http://t.co/I50pf79WdR	HER	has_photo	95.79	50.00	1.22	88.52	13.50	11.11	3.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.70	0.00	3.70	0.00	0.00	0.00	0.00	0.00	3.70	0.00	0.00	7.41	0.00	0.00	0.00	0.00	0.00
Almost a #MuseumSelfie? RT @RoseHiscock Lovin' @phmuseum new directors Dolla and @vaguelym Michael lost in the frocks http://t.co/lnOAW3BW4d	HER	has_photo	96.29	67.52	2.40	1.00	11.00	31.82	0.00	4.55	0.00	0.00	4.55	0.00	0.00	0.00	4.55	0.00	0.00	0.00	0.00	0.00	0.00	4.55	4.55	0.00	0.00	0.00	9.09	4.55	0.00	0.00	4.55	0.00
http://t.co/27BDQ7ouTM	LER	has_no_media	92.84	50.00	1.00	25.77	6.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	16.67	0.00	0.00	0.00	0.00	0.00
This amazing outfit 'Les Dame des Fleurs' created by student Alexis McCaughtrie was photographed in… http://t.co/EDVqXqh68M	LER	has_no_media	92.84	69.14	1.00	99.00	20.00	30.00	10.00	0.00	0.00	0.00	0.00	0.00	5.00	0.00	0.00	0.00	0.00	5.00	0.00	0.00	0.00	5.00	5.00	0.00	0.00	0.00	5.00	0.00	0.00	0.00	0.00	0.00
@carole12 Hi Carole  Oopsatoreum will be on until late September.	LER	has_no_media	77.33	84.14	99.00	25.77	10.00	30.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Great moment captured in #GameMasters recently - Edward Kenway playing Super Mario Bros http://t.co/Rtp6QpkYwG http://t.co/iNvsNYDyDz	HER	has_photo	96.29	81.84	11.00	99.00	22.00	27.27	13.64	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.09	4.55	0.00	4.55	0.00	0.00	9.09	0.00	0.00	0.00	0.00	0.00
@nambor @aliceleung Glad you like it - more info here: http://t.co/UHlnF4AOKR	LER	has_no_media	47.35	92.33	1.06	99.00	14.00	21.43	14.29	0.00	0.00	0.00	0.00	7.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.14	0.00	0.00	0.00	0.00	0.00
The art of skating-David Griggs : 2003/221... http://t.co/EwBhyW9A7M	HER	has_no_media	99.00	50.00	1.00	25.77	6.50	15.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.69	0.00	0.00	0.00	0.00	0.00
Dig Zagora: Petra Janouchova – Zagora 2013 volunteer - Trowel tales and true  Petra Janouchova by Petra Janouc... http://t.co/Xh3eNPuRJk	LER	has_no_media	92.84	50.00	1.00	95.81	10.50	19.05	4.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.76	0.00	0.00	0.00	0.00	0.00
Meet astronomer and author Dr Nick Lomb as he signs copies of the 2014 Australasian Sky Guide at the Powerhouse Museum Shop tomorrow 14/1/14	HER	has_no_media	97.77	77.92	1.40	25.77	26.00	15.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.85	0.00	3.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Check out this stereo plate of George Street Sydney taken c.1880-1923  http://t.co/E5dCy0ycVF http://t.co/xuEcFwZw2M	HER	has_photo	96.18	50.00	2.02	25.77	23.00	8.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.35	0.00	0.00	8.70	0.00	0.00	0.00	0.00	0.00
Do let us know in advance if you are planning a trip to Sydney @AmberButchart	HER	has_no_media	51.43	97.69	82.75	25.77	15.00	20.00	0.00	0.00	0.00	0.00	0.00	6.67	0.00	6.67	6.67	0.00	6.67	0.00	0.00	0.00	6.67	13.33	0.00	6.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
A steam powered car- 1922 Stanley  steam car  http://t.co/6H4O7OTLVW	HER	has_no_media	97.34	50.00	10.08	25.77	15.00	13.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.67	0.00	0.00	0.00	0.00	0.00
Dig Zagora: The relationship between spatial patterns and people’s behaviour at Zagora http://t.co/X9gbbvGhtq	LER	has_no_media	98.92	88.03	6.20	25.77	17.00	41.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.88	0.00	0.00	0.00	0.00	0.00	5.88	0.00	0.00	0.00	0.00	0.00
